38-32-06,VACUUM CHECK VALVE - REMOVAL/INSTALLATION,真空单向活门-拆卸/安装,570
38-32-07,WASTE TANK - MAINTENANCE PRACTICES,污水箱-维护实施,571
38-32-08,WASTE DRAIN VALVE ASSEMBLY -REMOVAL/INSTALLATION,废水排放活门组件 -拆卸/安装,572
38-32-09,WASTE TANK RINSE FITTING ASSEMBLY -REMOVAL/INSTALLATION,污水箱冲洗接头组件-拆卸/安装,573
38-32-10,WASTE TANK RINSE NOZZLE -MAINTENANCE PRACTICES,污水箱冲洗喷嘴-维护实施,574
38-32-11,WASTE TANK RINSE FILTER -MAINTENANCE PRACTICES,污水箱冲洗过滤器-维护实施,575
38-32-12,VACUUM BLOWER BAROMETRIC SWITCH -REMOVAL/INSTALLATION,真空鼓风机气压电门-拆卸/安装,576
38-32-13,WASTE TANK DRAIN LINE BLOCKAGE REMOVAL VALVE - REMOVAL/INSTALLATION,污水箱排水管排堵活门-拆卸/安装,577
38-33-00,WASTE TANK QUANTITY INDICATION -ADJUSTMENT/TEST,污水箱水量指示器-调整/测试,578
38-33-01,WASTE TANK POINT LEVEL SENSOR -REMOVAL/INSTALLATION,污水箱点水位传感器-拆卸/安装,579
38-33-01,WASTE TANK POINT LEVEL SENSOR -CLEANING/PAINTING,污水箱点水位传感器-清洗/喷漆,580
38-33-02,WASTE TANK CONTINUOUS LEVEL SENSOR - REMOVAL/INSTALLATION,污水箱连续水位传感器-拆卸/安装,581
38-33-02,WASTE TANK CONTINUOUS LEVEL SENSOR - CLEANING/PAINTING,污水箱连续水位传感器-清洗/喷漆,582
38-33-03,LOGIC CONTROL MODULE - MAINTENANCE PRACTICES,逻辑控制模块-维护实施,583
21-51-12,CONDENSER - REMOVAL/INSTALLATION,冷凝器-拆卸/安装,584
21-51-13,REHEATER - REMOVAL/INSTALLATION,再加热器-拆卸/安装,585
21-51-14,WATER EXTRACTOR - REMOVAL/INSTALLATION,除湿机-拆卸/安装,586
21-51-15,WATER EXTRACTOR DUCT - REMOVAL/INSTALLATION,抽水机管道-拆卸/安装,587
21-51-16,WATER SPRAY NOZZLE - REMOVAL/INSTALLATION,喷水嘴-拆卸/安装,588
21-51-20,RAM AIR INLET CONTROLLER - REMOVAL/INSTALLATION,冲压进气口控制器-拆卸/安装,589
21-51-21,RAM AIR INLET ACTUATOR - REMOVAL/INSTALLATION,冲压进气口作动筒-拆卸/安装,590
21-51-22,RAM AIR INLET SYSTEM - ADJUSTMENT,冲压进气口系统-调节,591
21-51-23,RAM AIR INLET MODULATION PANELS -REMOVAL/INSTALLATION,冲压进气口调节面板-拆卸/安装,592
21-51-24,RAM AIR DUCTS - REMOVAL/INSTALLATION,冲压空气导管-拆卸/安装,593
21-51-40,COMPRESSOR DISCHARGE OVERHEAT SWITCH - REMOVAL/INSTALLATION,压气机排气过热电门-拆卸/安装,594
21-51-41,TURBINE INLET OVERHEAT SWITCH -REMOVAL/INSTALLATION,涡轮进口过热电门-拆卸/安装,595
21-51-42,PACK DISCHARGE DUCT OVERHEAT SWITCH - REMOVAL/INSTALLATION,Pack 组件排放管道过热电门-拆卸/安装,596
38-33-04,ATTENDANT’S PANEL WASTE QUANTITY INDICATOR - REMOVAL/INSTALLATION,乘务员面板污水量指示器-拆卸/安装,597
38-33-05,SERVICE PANEL WASTE QUANTITY GAUGE - REMOVAL/INSTALLATION,勤务面板污水量仪表-拆卸/安装,598
38-33-06,SERVICE PANEL SENSOR FOULED INDICATOR - REMOVAL/INSTALLATION,勤务面板传感器污染指示器-拆卸/安装,599
38-42-00,WATER TANK PRESSURIZATION -MAINTENANCE PRACTICES,水箱的增压-维护实施,600
38-42-00-800-801,Potable Water System - Pressure Release,饮用水系统-释压,601
38-42-00-800-802,Potable Water System - Pressurization,饮用水系统-增压,602
38-42-00-800-803,Pressure Regulator - Operational Test,水箱增压系统-操作测试,603
38-42-00-800-804,Pressure Regulator - Operational Test,压力调节器-操作测试,604
38-42-01,AIR COMPRESSOR - REMOVAL/INSTALLATION,空气压气机 -拆卸/安装,605
38-42-02,COMPRESSOR INLET AIR FILTER -REMOVAL/INSTALLATION,压气机进气口过滤器-拆卸/安装,606
38-42-03,COMPRESSOR CUT-OUT SWITCH -REMOVAL/INSTALLATION,压气机关断电门-拆卸/安装,607
38-42-06,PRESSURE RELIEF VALVE - MAINTENANCE PRACTICES,释压活门–维护实施,608
38-42-07,PRESSURE LIMIT SWITCH - MAINTENANCE PRACTICES,压力限制电门-维护实施,609
38-42-07-700-801,Pressure Limit Switch - Operational Test,压力限制电门-操作测试,610
38-42-08,PRESSURE REGULATOR - REMOVAL/INSTALLATION,压力调节器-拆卸/安装,611
38-42-09,CHECK VALVES - REMOVAL/INSTALLATION,单向活门-拆卸/安装,612
38-42-10,BLEED AIR FILTER - REMOVAL/INSTALLATION,引气过滤器-拆卸/安装,613
44-21-00-710-801,Passenger Video System - Operational Test,旅客视频系统-操作测试,614
44-21-05-000-802,Digital Passenger Control Unit Removal,数字旅客控制组件拆卸,615
44-21-05-400-802,Digital Passenger Control Unit Installation,数字旅客控制组件安装,616
44-21-08-000-801,System Controller Unit Removal,系统控制器组件拆卸,617
44-21-08-400-801,System Controller Unit Installation,系统控制器组件安装,618
44-21-11-000-801,Seat Electronics Box Removal,座椅电子盒拆卸,619
44-21-11-400-801,Seat Electronics Box Installation,座椅电子盒安装,620
44-21-12-000-801,PSU-Mounted LCD Monitor Removal,PSU 装设LCD 监控器拆卸,621
44-21-12-400-801,PSU-Mounted LCD Monitor Installation,PSU 装设LCD 监控器安装,622
44-21-13-000-801,Video Distribution Unit Removal,视频分配组件拆卸,623
44-21-13-400-801,Video Distribution Unit Installation,视频分配组件安装,624
44-21-21-000-801,Audio Multiplexer Removal,音频多路调制器拆卸,625
44-21-21-400-801,Audio Multiplexer Installation,音频多路调制器安装,626
44-21-23-000-801,Broadcast Digital Server Removal,广播数字伺服器拆卸,627
44-21-23-400-801,Broadcast Digital Server Installation,广播数字伺服器安装,628
44-21-24-000-801,Flyable Data Loader Removal,适航数据加载器拆卸,629
44-21-24-400-801,Flyable Data Loader Installation,适航数据加载器安装,630
47-00-00,NITROGEN GENERATION SYSTEM -MAINTENANCE PRACTICES,氮气发生系统-维护实施,631
47-00-00-910-802,Airworthiness Limitation Precautions,适航限制预告,632
47-00-00-010-801,Nitrogen Generation System (NGS)Precautions,氮气发生系统(NGS)预先警告,633
47-00-00-800-801,Ground Operation of the Nitrogen Generation System,氮气发生系统的地面操作,634
47-00-00-720-801,Functional Test of the Nitrogen Generation System,氮气发生系统功能测试,635
47-00-00-790-801,Leak Check of the Nitrogen Generation System,氮气发生系统的泄漏检查,636
47-00-00-280-801,Cross Vent Check Valve - Operational Test,前后通风单向活门-检验/检查,637
1947/11/1,AIR SEPARATION MODULE - REMOVAL/INSTALLATION,空气分离模块-拆卸/安装,638
1947/11/2,HIGH FLOW VALVE - REMOVAL/INSTALLATION,高流量活门-拆卸/安装,639
1947/11/4,OVERTEMPERATURE SHUTOFF VALVE -REMOVAL/INSTALLATION,超温关断活门-拆卸/安装,640
47-21-00,NITROGEN-ENRICHED AIR DISTRIBUTION -MAINTENANCE PRACTICES,富氮空气分配-维护实施,641
47-21-00-700-802,Drain Cap - Fuel Leak Check,排放盖-漏油检查,642
47-21-00-700-804,NEADS - Air Pressure Leak Check,NEADS-空气压力泄漏检查,643
47-21-02-000-801,Float Valve Removal,浮子活门拆卸,644
47-21-02-420-801,Float Valve Installation,浮子活门安装,645
47-21-04,BACKFLOW CHECK VALVE - REMOVAL/INSTALLATION,逆流单向活门-拆卸/安装,646
47-21-05,CROSS VENT CHECK VALVE - REMOVAL/INSTALLATION,十字通风单向活门-拆卸/安装,647
47-21-07,FLAME ARRESTOR - REMOVAL/INSTALLATION,火焰清除器-拆卸/安装,648
47-21-08,LIGHTNING SHIELDS - REMOVAL/INSTALLATION,避雷罩-拆卸/安装,649
47-21-11,DRAIN CAP - REMOVAL/INSTALLATION,排放盖-拆卸/安装,650
47-31-01,NITROGEN GENERATION SYSTEM CONTROLLER - REMOVAL/INSTALLATION,氮气发生系统控制器-拆卸/安装,651
47-31-02,BITE DISPLAY UNIT - MAINTENANCE PRACTICES,BITE 显示器-维护实施,652
47-31-02,BITE DISPLAY UNIT - REMOVAL/INSTALLATION,BITE 显示器-拆卸/安装,653
47-31-03,OPERABILITY INDICATOR - REMOVAL/INSTALLATION,性能指示器-拆卸/安装,654
47-32-01,NGS SHUTOFF VALVE - REMOVAL/INSTALLATION,NGS 关断活门-拆卸/安装,655
47-32-02,OZONE CONVERTER - REMOVAL/INSTALLATION,臭氧转换器-拆除/安装,656
47-32-03,HEAT EXCHANGER - REMOVAL/INSTALLATION,热交换器-拆卸/安装,657
47-32-04,NGS FILTER - REMOVAL/INSTALLATION,NGS 过滤器-拆卸/安装,658
47-32-05,RAM AIR VALVE - REMOVAL/INSTALLATION,冲压空气活门-拆卸/安装,659
47-42-01,ALTITUDE SENSOR - REMOVAL/INSTALLATION,高度传感器-拆卸/安装,660
47-42-02,HIGH FLOW VALVE DIFFERENTIAL PRESSURE SENSOR - REMOVAL/INSTALLATION,高流量活门压差传感器-拆卸/安装,661
47-42-03,NGS OXYGEN SENSOR - REMOVAL/INSTALLATION,NGS 氧气传感器-拆卸/安装,662
47-43-01,FILTER DIFFERENTIAL PRESSURE SWITCH -REMOVAL/INSTALLATION,过滤器压差电门-拆卸/安装,663
47-43-02,THERMAL SWITCH - REMOVAL/INSTALLATION,热控电门-拆卸/安装,664
47-43-02-720-801,Thermal Switch Functional Test,热控电门功能测试,665
47-43-03,TEMPERATURE SENSOR - REMOVAL/INSTALLATION,温度传感器-拆卸/安装,666
47-43-04,NGS PRESSURE SENSOR - REMOVAL/INSTALLATION,NGS 压力传感器-拆卸/安装,667
49-11-00,APU POWER PLANT - MAINTENANCE PRACTICES,APU 动力装置-维护实施,668
49-11-00-710-802,APU Operation Limits,APU 操作限制,669
49-11-00-860-801,APU Starting and Operation,APU 的起动和操作,670
49-11-00-860-802,APU Usual Shutdown,APU 常规关闭,671
49-11-00-860-803,APU Emergency Shutdown,APU 紧急停车,672
49-11-00-860-805,APU Protective Shutdown,APU 保护性关闭,673
49-11-00-860-804,Motor the APU,发动 APU,674
49-11-00,APU POWER PLANT - REMOVAL/INSTALLATION,APU 动力装置-拆卸/安装,675
49-11-00-710-801,APU Operational Test,APU 操作测试,676
49-11-00-200-801,APU Power Plant Inspection,APU 动力装置检查,677
49-11-00,APU POWER PLANT - REPAIR,APU 动力装置-修理,678
49-15-00,APU AIR INLET - ADJUSTMENT/TEST,APU 进气-调整/测试,679
49-15-11,AIR INLET SEAL - REMOVAL/INSTALLATION,进气口密封件-拆卸/安装,680
49-15-11,AIR INLET SEAL - INSPECTION/CHECK,进气口密封件-检验/检查,681
49-15-15,APU AIR INLET PLENUM - REMOVAL/INSTALLATION,APU 进气通风口-拆卸/安装,682
49-15-22,AIR INLET DOOR - SERVICING,进气门-维护,683
49-15-22,AIR INLET DOOR - REMOVAL/INSTALLATION,进气门-拆卸/安装,684
49-15-23,VORTEX GENERATOR - REMOVAL/INSTALLATION,涡流发电机-拆卸/安装,685
49-15-31,AIR INLET DOOR ACTUATOR - REMOVAL/INSTALLATION,进气门作动筒-拆卸/安装,686
49-15-41,AIR INLET DOOR POSITION SWITCH -REMOVAL/INSTALLATION,进气门位置电门-拆卸/安装,687
49-16-11,Drain Mast Servicing,排放柱-勤务,688
49-16-11,Drain Mast Inspection Procedure,排放柱-检验/检查,689
49-16-11,Clean the APU Drains,APU 排放管-清洗/喷漆,690
49-16-12,COMBUSTOR DRAIN - REMOVAL/INSTALLATION,燃烧室排放管-拆卸/安装,691
49-16-12,Combustor Drain Cleaning,燃烧室排放管-清洗/喷漆,692
49-17-11,INSULATION PANEL - REMOVAL/INSTALLATION,隔热层-拆卸/安装,693
49-21-00,APU ENGINE - MAINTENANCE PRACTICES,APU 发动机-维护实施,694
49-21-00-200-801,APU Engine Inspection,APU 发动机检查,695
49-21-00-200-803,APU Engine Compressor Cleaning,APU 发动机压气机清洗,696
49-31-00,APU FUEL SYSTEM - MAINTENANCE PRACTICES,APU 燃油系统-维护实施,697
49-31-11,Fuel Control Unit Inspection,燃油控制组件-检验/检查,698
49-31-14,FUEL NOZZLE - REMOVAL/INSTALLATION,喷嘴-拆除/安装,699
49-61-00,APU CONTROLS - MAINTENANCE PRACTICES,APU 控制器-维护实施,700
49-61-00-700-801,APU BITE Procedure,APU BITE 程序,701
49-61-00-710-801,APU Controls Operational Check,APU 控制操作检查,702
49-61-12,ELECTRONIC CONTROL UNIT - REMOVAL/INSTALLATION,电子控制组件-拆卸/安装,703
49-61-21,SPEED SENSOR - REMOVAL/INSTALLATION,速度传感器-拆下/安装,704
49-61-31,INLET TEMPERATURE SENSOR -REMOVAL/INSTALLATION,进气口温度传感器-拆卸/安装,705
49-71-11,EXHAUST GAS TEMPERATURE INDICATOR- REMOVAL/INSTALLATION,排气温度指示器-拆卸/安装,706
49-71-21,EXHAUST GAS TEMPERATURE THERMOCOUPLE - REMOVAL/INSTALLATION,排气温度热电偶-拆除/安装,707
49-72-11,DATA MEMORY MODULE - REMOVAL/INSTALLATION,数据存储模块-拆卸/安装,708
49-81-11,EXHAUST DUCT MUFFLER - REMOVAL/INSTALLATION,排气管消声器-拆卸/安装,709
49-91-11,LUBE MODULE - REMOVAL/INSTALLATION,润滑油组件-拆卸/安装,710
49-91-11,LUBE MODULE - INSPECTION/CHECK,润滑油组件-检验/检查,711
49-91-12,OIL FILTER ELEMENTS - REMOVAL/INSTALLATION,燃油滤芯-拆卸/安装,712
49-91-13,OIL FILTER INDICATOR - SERVICING,滑油滤指示器-维护,713
49-91-21,TEMPERATURE CONTROL VALVE -REMOVAL/INSTALLATION,温度控制活门-拆卸/安装,714
49-91-81,MAGNETIC DRAIN PLUG - REMOVAL/INSTALLATION,磁性排放塞-拆卸/安装,715
49-91-81,MAGNETIC DRAIN PLUG - INSPECTION/CHECK,磁性排放塞-检验/检查,716
49-94-11,OIL LEVEL SENSOR - REMOVAL/INSTALLATION,油位传感器-拆卸/安装,717
49-94-21,OIL TEMPERATURE SENSOR - REMOVAL/INSTALLATION,滑油温度传感器-拆除/安装,718
49-94-22,LOW OIL PRESSURE SWITCH - REMOVAL/INSTALLATION,滑油低压电门-拆卸/安装,719
1952/5/3,DOORS - STRUCTURAL INSPECTIONS -MAINTENANCE PRACTICES,舱门-结构检查-维护实施,720
1952/9/10,DOOR SEALS - REPAIRS,修理舱门密封件,721
1952/9/11,BLADE SEALS - REMOVAL/INSTALLATION,条形密封件-拆卸/安装,722
1952/9/12,BLADE AND DIAPHRAGM SEALS -REMOVAL/INSTALLATION,条形密封件和膈膜密封件-拆卸/安装,723
1952/9/14,BULB AND DIAPHRAGM SEAL - REMOVAL/INSTALLATION,球形件及膈膜密封件-拆卸/安装,724
1952/9/15,AERODYNAMIC SEALS - REMOVAL/INSTALLATION,气动密封-拆卸/安装,725
1952/9/16,ACOUSTIC AND THERMO SEALS -REMOVAL/INSTALLATION,隔音和隔热密封件-拆卸/安装,726
21-51-50,RAM AIR CONTROL TEMPERATURE SENSOR - REMOVAL/INSTALLATION,冲压空气控制温度传感器-拆卸/安装,727
21-51-51,MIX MANIFOLD TEMPERATURE SENSOR -REMOVAL/INSTALLATION,混合总管温度传感器-拆卸/安装,728
21-51-51-000-802,Mix Manifold Temperature Sensor Test,混合总管温度传感器测试,729
21-51-52,PACK TEMPERATURE SENSOR -REMOVAL/INSTALLATION,Pack 组件温度传感器-拆卸/安装,730
21-51-52-000-801,Pack Temperature Sensor Removal,拆卸Pack 组件温度传感器,731
21-51-52-400-801,Pack Temperature Sensor Installation,安装Pack 组件温度传感器,732
21-51-52-720-801,Pack Temperature Sensor Test,Pack 组件温度传感器测试,733
21-51-60-000-801,Pack Temperature Bulb Removal,拆卸Pack 组件热敏元件,734
21-51-60-400-801,Pack Temperature Bulb Installation,安装Pack 组件热敏元件,735
21-51-65-000-801,Air Conditioning Module Removal,空调组件的拆卸,736
21-51-65-400-801,Air Conditioning Module Installation,安装空调组件,737
21-61-00,ZONE TEMPERATURE CONTROL AND INDICATION - ADJUSTMENT/TEST,区域温度控制和指示-调整/测试,738
21-61-00-700-808-001,Cabin Temperature Controller BITE Test,客舱温度控制器 BITE 测试,739
1952/9/17,LIGHT SEALS - REMOVAL/INSTALLATION,灯密封件-拆卸/安装,740
52-11-00,FORWARD ENTRY DOOR - MAINTENANCE PRACTICES,前登机舱门-维护实施,741
52-11-00,FORWARD ENTRY DOOR - REMOVAL/INSTALLATION,前登机舱门-拆卸/安装,742
52-11-00,FORWARD ENTRY DOOR - ADJUSTMENT/TEST,前登机舱门-调整/测试,743
52-11-00,FORWARD ENTRY DOOR - INSPECTION/CHECK,前登机舱门-检验/检查,744
52-11-00-200-801,Forward Entry Door Check,前登机舱门检查,745
52-11-00,FORWARD ENTRY DOOR - REPAIRS,前登机舱门-修理,746
52-13-00,AFT ENTRY DOOR - MAINTENANCE PRACTICES,后登机舱门-维护实施,747
52-13-00,AFT ENTRY DOOR - REMOVAL/INSTALLATION,后登机舱门-拆卸/安装,748
52-13-00-200-801,Aft Entry Door Check,后登机舱门检查,749
52-22-00,EMERGENCY EXIT DOOR - MAINTENANCE PRACTICES,应急出口门-维护实施,750
52-22-00-580-801,Open the Emergency Exit Door,打开应急出口门,751
52-22-00-580-802,Open the Emergency Exit Door from the Outside,从外部打开应急出口门,752
52-22-00-580-803,Close the Emergency Exit Door,关闭应急出口门,753
52-22-00,EMERGENCY EXIT DOOR - REMOVAL/INSTALLATION,应急出口门-拆卸/安装,754
52-22-00-710-801,Emergency Exit Door Operational Test,应急出口门操作测试,755
52-22-00-710-802,Emergency Exit Door Flight Lock Mechanical Switch Operational Test,应急出口门飞行锁机械电门操作测试,756
52-22-00-400-801,Emergency Exit Door System Test,应急出口门系统测试,757
52-22-00,EMERGENCY EXIT DOOR - INSPECTION/CHECK,应急出口门-检验/检查,758
52-22-00-200-801,Emergency Exit Door Latch Components Visual Inspection,应急出口门检验/检查,759
52-31-00,CARGO DOOR - MAINTENANCE PRACTICES,货舱门-维护实施,760
52-31-00,CARGO DOOR - REMOVAL/INSTALLATION,货舱门-拆卸/安装,761
52-31-00,CARGO DOOR - ADJUSTMENT/TEST,货舱门-调节/测试,762
52-31-00-200-801,Cargo Door Check,货舱门检查,763
52-31-12,CARGO DOOR COUNTERBALANCE MECHANISM - REMOVAL/INSTALLATION,货舱门平衡机构-拆卸/安装,764
52-31-12,CARGO DOOR COUNTERBALANCE MECHANISM - REPAIRS,修理货舱门均衡机构,765
52-31-13,CARGO DOOR SNUBBER - REMOVAL/INSTALLATION,货舱门缓冲器-拆卸/安装,766
52-31-13,CARGO DOOR SNUBBER - ADJUSTMENT/TEST,货舱门缓冲器-调节/测试,767
52-31-14,CARGO DOOR HANDLE MECHANISM -REMOVAL/INSTALLATION,货舱门手柄机构-拆卸/安装,768
52-41-00,GALLEY SERVICE DOORS - MAINTENANCE PRACTICES,厨房勤务门-维护实施,769
52-41-00,GALLEY SERVICE DOOR - ADJUSTMENT/TEST,厨房勤务门-调节/测试,770
52-41-00-200-801,Galley Service Door Check,厨房勤务门检查,771
52-48-21,AUXILIARY POWER UNIT (APU) COWL DOOR - REMOVAL/INSTALLATION,辅助动力装置(APU)整流罩门-拆卸/安装,772
52-48-31,FORWARD ACCESS DOOR - MAINTENANCE PRACTICES,前检修口盖-维护实施,773
52-48-31,FORWARD ACCESS DOOR - REMOVAL/INSTALLATION,前检修口盖-拆卸/安装,774
52-48-31,FORWARD ACCESS DOOR - INSPECTION/CHECK,前检查口盖-检验/检查,775
52-48-41,ELECTRONIC EQUIPMENT ACCESS DOOR -MAINTENANCE PRACTICES,电子设备维护口盖-维护实施,776
52-48-41-010-801, 打开电子设备门Open the Electronic Equipment Door when the Door Handle will not Move,当舱门把手不能移动时,777
52-48-41,ELECTRONIC EQUIPMENT ACCESS DOOR -REMOVAL/INSTALLATION,电子设备检查口盖-拆卸/安装,778
52-48-41,ELECTRONIC EQUIPMENT ACCESS DOOR -INSPECTION/CHECK,电子设备检查口盖-检查/检查,779
52-49-07,WASTE TANK SERVICE PANEL - REMOVAL/INSTALLATION,污水箱勤务面板-拆卸/安装,780
52-49-09,WATER SERVICE PANEL - REMOVAL/INSTALLATION,水务板-拆卸/安装,781
52-49-21,REFUELING STATION DOOR - REMOVAL/INSTALLATION,加油站门-拆卸/安装,782
52-51-00,FLIGHT COMPARTMENT DOOR -MAINTENANCE PRACTICES,驾驶舱门-维护实施,783
52-51-00,CREW DOOR - REMOVAL/INSTALLATION,机组门-拆卸/安装,784
52-51-00,FLIGHT COMPARTMENT DOOR -ADJUSTMENT/TEST,驾驶舱门-调整/测试,785
52-51-00-710-801,Operational Check of the Flight Compartment Access System,驾驶舱接近系统的操作检查,786
52-51-00-700-801,Flight Compartment Security Door Access System Test,驾驶舱安全门接近系统测试,787
52-51-00,FLIGHT COMPARTMENT DOOR -INSPECTION/CHECK,驾驶舱门-检验/检查,788
52-51-01,FLIGHT COMPARTMENT DOOR - REMOVAL/INSTALLATION,驾驶舱门-拆除/安装,789
52-51-01-200-801,Flight Compartment Door Seal Inspection,驾驶舱门密封检查,790
52-51-02,FLIGHT COMPARTMENT DOOR LATCH -REMOVAL/INSTALLATION,驾驶舱门锁-拆卸/安装,791
52-51-03,ELECTRIC STRIKE - REMOVAL/INSTALLATION,电触发器-拆卸/安装,792
52-51-04,FLIGHT COMPARTMENT DOOR DEADBOLT - REMOVAL/INSTALLATION,驾驶舱门锁定插销-拆卸/安装,793
52-51-05,KEYPAD - REMOVAL/INSTALLATION,数字小键盘-拆卸/安装,794
52-51-06,CHIME MODULE - REMOVAL/INSTALLATION,谐音组件-拆卸/安装 52-51-06,795
52-51-07,COCKPIT CONTROL PANEL SWITCH/LIGHT(P8-47) - REMOVAL/INSTALLATION,驾驶舱控制面板电门/灯(P8-47)-拆卸/安装,796
52-51-08,DECOMPRESSION PANEL AND PRESSURE RELEASE LATCH - REMOVAL/INSTALLAION,减压板和释压锁闩-拆卸/安装,797
52-51-21,CREW DOOR LOCK - REMOVAL/INSTALLATION,机组门锁-拆卸/安装,798
52-51-21-700-801,Crew Door Lock Test,机组门锁测试,799
52-51-31,CREW DOOR EMERGENCY EXIT PANELS -REMOVAL/INSTALLATION,机组门应急出口面板-拆卸/安装,800
52-61-00,FORWARD AIRSTAIR - MAINTENANCE PRACTICES,前登机梯-维护实施,801
52-71-00,DOOR WARNING SYSTEM - MAINTENANCE PRACTICES,门警告系统-维护实施,802
52-71-00-730-801,Door Warning System Test,门警告系统测试,803
52-71-11,ENTRY AND GALLEY SERVICE DOOR WARNING SYSTEM - MAINTENANCE PRACTICES,登机舱门和厨房勤务门警告系统-维护实施,804
52-71-22,EMERGENCY EXIT DOOR INDICATION SWITCH - MAINTENANCE PRACTICES,应急出口门指示电门-维护实施,805
52-71-31,CARGO DOOR WARNING SYSTEM -MAINTENANCE PRACTICES,货舱门警告系统-维护实施,806
52-71-41,FORWARD ACCESS DOOR WARNING SYSTEM - MAINTENANCE PRACTICES,前检修口盖警告系统-维护实施,807
52-71-42,ELECTRONIC EQUIPMENT ACCESS DOOR WARNING SYSTEM - MAINTENANCE PRACTICES,电子设备维护口盖警告系统-维护实施,808
1953/5/2,FUSELAGE FATIGUE INSPECTIONS -MAINTENANCE PRACTICES,机身故障检查-维护实施,809
1953/5/3,FUSELAGE - STRUCTURAL INSPECTIONS -MAINTENANCE PRACTICES,机身-结构检查-维护实施,810
1953/11/1,PASSENGER ENTRY DOOR SCUFF PLATE -REMOVAL/INSTALLATION,客舱入口防磨板-拆卸/安装,811
1953/11/2,CARGO DOOR SCUFF PLATE - REMOVAL/INSTALLATION,货舱门防磨板-拆卸/安装,812
53-11-37,FRAMES AND BULKHEADS CORROSION PREVENTION - MAINTENANCE PRACTICES,隔框和隔板腐蚀预防-维护实施,813
1953/12/11,KEEL BEAM BLOWOUT PANEL - REMOVAL/INSTALLATION,龙骨梁释压板-拆卸/安装,814
53-14-01,NOSE WHEEL WELL ACCESS PANELS -REMOVAL/INSTALLATION,前起落架轮舱维护盖板-拆卸/安装,815
53-21-00,PASSENGER CABIN FLOORS - REMOVAL/INSTALLATION,客舱地板-拆卸/安装,816
53-31-11,NOSE VORTEX GENERATORS - REMOVAL/INSTALLATION,前涡流发电机-拆卸/安装,817
53-52-00,NOSE RADOME - REMOVAL/INSTALLATION,机头雷达罩-拆卸/安装,818
53-52-00-200-801,Do a Check of the Nose Radome,机头雷达罩的检查,819
53-52-00-370-801,Nose Radome - Cleaning and Painting,机头雷达罩-清洁和涂漆,820
53-52-00,NOSE RADOME PROTECTIVE BOOT -REMOVAL/INSTALLATION,机头雷达天线罩保护套-拆卸/安装,821
53-52-03,LIGHTNING DIVERTER STRIPS -MAINTENANCE PRACTICES,避雷条-维护实施,822
53-52-31,GLIDE SLOPE ANTENNA DIRECTOR BAR -REMOVAL/INSTALLATION,下滑道天线指引条-拆卸/安装,823
53-53-00,TAILCONE - REMOVAL/INSTALLATION,尾锥-拆除/安装,824
1954/5/3,NACELLES/PYLONS - STRUCTURAL INSPECTIONS - MAINTENANCE PRACTICES,短舱/支柱-结构检验-维护实施,825
54-51-01,NACELLE STRUT - MAINTENANCE PRACTICES,短舱支柱-维护实施,826
54-51-01,NACELLE STRUT - REMOVAL/INSTALLATION,短舱支柱-拆卸/安装,827
54-51-01,NACELLE STRUT - INSPECTION/CHECK,短舱支柱-检验/检查,828
54-52-01,FORWARD FAIRINGS - REMOVAL/INSTALLATION,前整流罩-拆卸/安装,829
54-52-01,FORWARD FAIRINGS - INSPECTION/CHECK,前整流罩-探伤/检查,830
54-52-03,WING JUNCTION FAIRINGS - REMOVAL/INSTALLATION,机翼接合整流罩-拆卸/安装,831
54-52-04,AFT FAIRING - REMOVAL/INSTALLATION,后整流罩-拆卸/安装,832
54-52-09,LEADING EDGE GAP COVERS - REMOVAL/INSTALLATION,前缘缝隙盖板-拆卸/安装,833
55-00-01,STRUT DRAINS - MAINTENANCE PRACTICES,方向舵和水平安定面-检验/检查,834
1955/5/2,AFT FAIRING STRUT DRAINS -MAINTENANCE PRACTICES,安定面-疲劳检查-维护实施,835
1955/5/3,AFT FAIRING STRUT DRAINS - INSPECTION/CHECK,安定面-结构检查-维护实施,836
1956/11/21,WINDOW NO. 3 - REMOVAL/INSTALLATION,3号窗-修理,837
56-11-31,NO. 4 AND NO. 5 WINDOWS - REMOVAL/INSTALLATION,4号和5号窗-拆卸/安装,838
1956/12/11,NO. 2 OPENABLE WINDOW - MAINTENANCE PRACTICES,2号活动窗-维护实施,839
1956/12/11,NO. 2 OPENABLE WINDOW - REMOVAL/INSTALLATION,2号活动窗-拆卸/安装,840
1956/12/11,NO. 2 OPENABLE WINDOW - ADJUSTMENT/TEST,2号活动窗-调整/测试,841
1956/12/11,NO. 2 OPENABLE WINDOW - INSPECTION/CHECK,2 号活动窗-检验/检查,842
1956/12/11,NO. 2 OPENABLE WINDOW - REPAIRS,2 号活动窗-修理,843
56-21-00,PASSENGER CABIN WINDOWS - REMOVAL/INSTALLATION,客舱窗-拆卸/安装,844
56-21-00-200-801,Passenger Cabin Window Inspection,客舱窗检查,845
56-21-00-300-801,Repair the Passenger Windows (Orbital Sander Method,修理乘客窗,846
56-22-00,AUTOMATIC OVERWING EXIT WINDOW -REMOVAL/INSTALLATION,自动翼上应急出口窗-拆卸/安装,847
56-22-00,EMERGENCY EXIT HATCH WINDOW -INSPECTION/CHECK,应急出口窗-检验/检查,848
